date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:04:39	74161/74161	---MCZ	200	added ('OK')	text/html	etag:%22304bb57e1aa9a92c4d63b6f63d671c74%22	https://www.parables.tv/browse/movies/suspense/	/home/oem/websites/parables/browse/movies/suspense/index.html	(from https://www.parables.tv/browse/movies/)
19:04:39	93267/93267	---MCZ	200	added ('OK')	text/html	etag:%22e43654ada7b684b4aeb36b2e457cede1%22	https://www.parables.tv/browse/movies/comedy/	/home/oem/websites/parables/browse/movies/comedy/index.html	(from https://www.parables.tv/browse/movies/)
19:04:39	167661/167661	---MCZ	200	added ('OK')	text/html	etag:%22143fecf672b7f62680545e0a0a3851fa%22	https://www.parables.tv/browse/movies/drama/	/home/oem/websites/parables/browse/movies/drama/index.html	(from https://www.parables.tv/browse/movies/)
19:04:40	2246/2246	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:04:40%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Faffiliate-portal%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embed2c97.json	(from https://www.parables.tv/affiliate-portal/)
19:04:41	58728/58728	---M-Z	200	added ('OK')	text/html	etag:%223061-5a48a55120640;5a2a43e6de419%22	https://www.parables.tv/video/infidel/	/home/oem/websites/parables/video/infidel/index.html	(from https://www.parables.tv/browse/movies/)
19:04:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:04:41%20GMT	https://www.parables.tv/?p=71856	/home/oem/websites/parables/indexb67d.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:41	87473/87473	---MCZ	200	added ('OK')	text/html	etag:%22f013ab72f78d98dc61f2c31a2331a001%22	https://www.parables.tv/browse/tv-shows/recently-added/	/home/oem/websites/parables/browse/tv-shows/recently-added/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:41	101296/101296	---MCZ	200	added ('OK')	text/html	etag:%223043a98f82cbced46561e8cca7dc7930%22	https://www.parables.tv/browse/tv-shows/documentaries/	/home/oem/websites/parables/browse/tv-shows/documentaries/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:42	2583/2583	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:04:42%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Faffiliate-portal%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embedf06a	(from https://www.parables.tv/affiliate-portal/)
19:04:43	58151/58151	---MCZ	200	added ('OK')	text/html	etag:%22cc3da21e1c0d0a49b4c071c934ad046d%22	https://www.parables.tv/series/walk-on-water/	/home/oem/websites/parables/series/walk-on-water/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:43	65988/65988	---MCZ	200	added ('OK')	text/html	etag:%22a6ca7232ff68765821bc30f1edb92184%22	https://www.parables.tv/series/small-miracles/	/home/oem/websites/parables/series/small-miracles/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:43	74237/74237	---MCZ	200	added ('OK')	text/html	etag:%221772c464e4fdff97e0c0b51e41241d91%22	https://www.parables.tv/browse/tv-shows/drama/	/home/oem/websites/parables/browse/tv-shows/drama/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:43	69735/69735	---MCZ	200	added ('OK')	text/html	etag:%220ca994ce7469b7ed06b97c5b08bbc7c9%22	https://www.parables.tv/series/the-stranger-series/	/home/oem/websites/parables/series/the-stranger-series/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:44	1223/1223	---M-Z	200	added ('OK')	image/svg+xml	etag:%224c7-58460d8962a40-gzip%22	https://www.parables.tv/wp-content/uploads/2018/06/PaperNote.svg	/home/oem/websites/parables/wp-content/uploads/2018/06/PaperNote.svg	(from https://www.parables.tv/affiliate-portal/)
19:04:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:04:45%20GMT	https://www.parables.tv/?p=68687	/home/oem/websites/parables/index6233.html	(from https://www.parables.tv/live-stream/)
19:04:45	58347/58347	---MCZ	200	added ('OK')	text/html	etag:%22ab2d1f46692cc9e98713041311dfb175%22	https://www.parables.tv/series/believers-among-us/	/home/oem/websites/parables/series/believers-among-us/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:45	65949/65949	---MCZ	200	added ('OK')	text/html	etag:%22789fef8d1a3b3be21af2dbe8ed89c5fa%22	https://www.parables.tv/series/angels-in-disguise/	/home/oem/websites/parables/series/angels-in-disguise/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:45	83590/83590	---MCZ	200	added ('OK')	text/html	etag:%229c67ddb0dfd2175e3777600a25f2597c%22	https://www.parables.tv/browse/tv-shows/reality/	/home/oem/websites/parables/browse/tv-shows/reality/index.html	(from https://www.parables.tv/browse/tv-shows/)
19:04:46	5844/5844	---M-Z	200	added ('OK')	image/svg+xml	etag:%2216d4-58460d7fd93c0-gzip%22	https://www.parables.tv/wp-content/uploads/2018/06/olympusat_grey.svg	/home/oem/websites/parables/wp-content/uploads/2018/06/olympusat_grey.svg	(from https://www.parables.tv/affiliate-portal/)
19:04:47	4177/4177	---MC-	200	added ('OK')	application/rss+xml	etag:%22e9661e6553c50cc9f83e107fb853c967%22	https://www.parables.tv/plans/feed/	/home/oem/websites/parables/plans/feed/index.html	(from https://www.parables.tv/plans)
19:04:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:04:47%20GMT	https://www.parables.tv/?p=68693	/home/oem/websites/parables/index3121.html	(from https://www.parables.tv/schedule/)
19:04:47	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2001%20May%202020%2000:04:47%20GMT	https://www.parables.tv/plans/free/	/home/oem/websites/parables/plans/free/index.html	(from https://www.parables.tv/plans)
19:04:47	55296/55296	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20May%202020%2000:04:47%20GMT	https://www.parables.tv/account/	/home/oem/websites/parables/account/index.html	(from https://www.parables.tv/sign-in/)
19:04:48	2701/2701	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a8d-58460d74678c0-gzip%22	https://www.parables.tv/wp-content/uploads/2018/06/ParablesLogoGrey.svg	/home/oem/websites/parables/wp-content/uploads/2018/06/ParablesLogoGrey.svg	(from https://www.parables.tv/affiliate-portal/)
19:05:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:04:49%20GMT	https://www.parables.tv/?p=68670	/home/oem/websites/parables/index87e9.html	(from https://www.parables.tv/about-us/)
19:05:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:04:49%20GMT	https://www.parables.tv/?p=68680	/home/oem/websites/parables/index17d0.html	(from https://www.parables.tv/faqs/)
19:05:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:04:49%20GMT	https://www.parables.tv/?p=68697	/home/oem/websites/parables/index0cc6.html	(from https://www.parables.tv/troubleshooting-problems-with-streaming/)
19:05:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:04:49%20GMT	https://www.parables.tv/?p=68672	/home/oem/websites/parables/index1ee8.html	(from https://www.parables.tv/affiliate-portal/)
19:05:50	51406/51406	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2001%20May%202020%2000:05:50%20GMT	https://www.parables.tv/wp-content/uploads/elementor/css/post-68696.css?ver=1582501457	/home/oem/websites/parables/wp-content/uploads/elementor/css/post-68696.a00ace.delayed	(from https://www.parables.tv/testimonials-from-parables-tv-customers/)
19:05:50	2361/2361	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:05:50%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Ftestimonials-from-parables-tv-customers%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embedc3d8.json	(from https://www.parables.tv/testimonials-from-parables-tv-customers/)
19:05:51	2698/2698	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:05:51%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Ftestimonials-from-parables-tv-customers%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embedb510	(from https://www.parables.tv/testimonials-from-parables-tv-customers/)
19:05:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:05:52%20GMT	https://www.parables.tv/?p=68696	/home/oem/websites/parables/index4eb0.html	(from https://www.parables.tv/testimonials-from-parables-tv-customers/)
19:05:52	2226/2226	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:05:52%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fterms-of-use%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embed66e2.json	(from https://www.parables.tv/terms-of-use/)
19:05:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:05:53%20GMT	https://www.parables.tv/?p=68695	/home/oem/websites/parables/index811b.html	(from https://www.parables.tv/terms-of-use/)
19:05:53	2563/2563	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:05:53%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fterms-of-use%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embed7a44	(from https://www.parables.tv/terms-of-use/)
19:05:54	2236/2236	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:05:54%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fprivacy-policy%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embed6735.json	(from https://www.parables.tv/privacy-policy/)
19:05:55	2573/2573	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:05:55%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fprivacy-policy%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embed2774	(from https://www.parables.tv/privacy-policy/)
19:05:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:05:56%20GMT	https://www.parables.tv/?p=68691	/home/oem/websites/parables/index284c.html	(from https://www.parables.tv/privacy-policy/)
19:05:56	51406/51406	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2001%20May%202020%2000:05:56%20GMT	https://www.parables.tv/wp-content/uploads/elementor/css/post-68679.css?ver=1582480817	/home/oem/websites/parables/wp-content/uploads/elementor/css/post-6867915f6.css	(from https://www.parables.tv/contact-us/)
19:05:57	2216/2216	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:05:57%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fcontact-us%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embed674f.json	(from https://www.parables.tv/contact-us/)
19:05:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:05:58%20GMT	https://www.parables.tv/?p=68679	/home/oem/websites/parables/index8041.html	(from https://www.parables.tv/contact-us/)
19:05:58	2553/2553	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:05:58%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fcontact-us%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embed98af	(from https://www.parables.tv/contact-us/)
19:05:59	3840/3840	---M-Z	200	added ('OK')	text/css	etag:%22f00-5a2a43e71fafb-gzip%22	https://www.parables.tv/wp-content/plugins/gravityforms/css/formreset.min.css?ver=2.4.17	/home/oem/websites/parables/wp-content/plugins/gravityforms/css/formreset.min91ef.css	(from https://www.parables.tv/contact-us/)
19:06:00	73909/73909	---M-Z	200	added ('OK')	text/css	etag:%22120b5-5a2a43e720a9b-gzip%22	https://www.parables.tv/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=2.4.17	/home/oem/websites/parables/wp-content/plugins/gravityforms/css/formsmain.min91ef.css	(from https://www.parables.tv/contact-us/)
19:06:01	30241/30241	---M-Z	200	added ('OK')	text/css	etag:%227621-5a2a43e720a9b-gzip%22	https://www.parables.tv/wp-content/plugins/gravityforms/css/readyclass.min.css?ver=2.4.17	/home/oem/websites/parables/wp-content/plugins/gravityforms/css/readyclass.min91ef.css	(from https://www.parables.tv/contact-us/)
19:06:02	7288/7288	---M-Z	200	added ('OK')	text/css	etag:%221c78-5a2a43e71eb5b-gzip%22	https://www.parables.tv/wp-content/plugins/gravityforms/css/browsers.min.css?ver=2.4.17	/home/oem/websites/parables/wp-content/plugins/gravityforms/css/browsers.min91ef.css	(from https://www.parables.tv/contact-us/)
19:06:03	1848/1848	---M-Z	200	added ('OK')	application/x-javascript	etag:%22738-5a2a43e72d5bb-gzip%22	https://www.parables.tv/wp-content/plugins/gravityforms/js/jquery.json.min.js?ver=2.4.17	/home/oem/websites/parables/wp-content/plugins/gravityforms/js/jquery.json.min91ef.js	(from https://www.parables.tv/contact-us/)
19:06:04	35010/35010	---M-Z	200	added ('OK')	application/x-javascript	etag:%2288c2-5a2a43e72c61b-gzip%22	https://www.parables.tv/wp-content/plugins/gravityforms/js/gravityforms.min.js?ver=2.4.17	/home/oem/websites/parables/wp-content/plugins/gravityforms/js/gravityforms.min91ef.js	(from https://www.parables.tv/contact-us/)
19:06:05	7605/7605	---M-Z	200	added ('OK')	application/x-javascript	etag:%221db5-5a2a43e72c61b-gzip%22	https://www.parables.tv/wp-content/plugins/gravityforms/js/conditional_logic.min.js?ver=2.4.17	/home/oem/websites/parables/wp-content/plugins/gravityforms/js/conditional_logic.min91ef.js	(from https://www.parables.tv/contact-us/)
19:06:06	4222/4222	---M-Z	200	added ('OK')	application/x-javascript	etag:%22107e-5a2a43e72d5bb-gzip%22	https://www.parables.tv/wp-content/plugins/gravityforms/js/jquery.maskedinput.min.js?ver=2.4.17	/home/oem/websites/parables/wp-content/plugins/gravityforms/js/jquery.maskedinput.min91ef.js	(from https://www.parables.tv/contact-us/)
19:06:07	70/70	---MCZ	200	added ('OK')	text/plain	date:Fri,%2001%20May%202020%2000:19:15%20GMT	http://codeorigin.jquery.com/robots.txt		(from http://code.jquery.com/)
19:06:08	2258/2258	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:06:08%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fvideo%2Fdinosaur-heart%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embedbc8f.json	(from https://www.parables.tv/video/dinosaur-heart/)
19:06:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:06:09%20GMT	https://www.parables.tv/?p=98452	/home/oem/websites/parables/index3b70.html	(from https://www.parables.tv/video/dinosaur-heart/)
19:06:09	2593/2593	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:06:09%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fvideo%2Fdinosaur-heart%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embed08ca	(from https://www.parables.tv/video/dinosaur-heart/)
19:06:10	946/946	---M-Z	200	added ('OK')	image/svg+xml	etag:%223b2-5a2a43e93cb46-gzip%22	https://www.parables.tv/wp-content/themes/parables/images/Share_Icon.svg	/home/oem/websites/parables/wp-content/themes/parables/images/Share_Icon.svg	(from https://www.parables.tv/video/dinosaur-heart/)
19:06:11	40814/40814	---M-Z	200	added ('OK')	application/javascript	etag:%2294378ffad4b257a565c6c655fa470929%22	http://assets.pinterest.com/js/pinmarklet.js?r=	/home/oem/websites/parables/js/pinmarklet2a3b.js	(from https://www.parables.tv/video/dinosaur-heart/)
19:06:12	57081/57081	---MCZ	200	added ('OK')	text/html	etag:%224d6f2461a9876bc09f40aa0925e61e0e%22	https://www.parables.tv/genre/political/	/home/oem/websites/parables/genre/political/index.html	(from https://www.parables.tv/video/dinosaur-heart/)
19:06:12	136827/136827	---MCZ	200	added ('OK')	text/html	etag:%22527d72568796a2266eac021d487ec4c8%22	https://www.parables.tv/genre/documentary/	/home/oem/websites/parables/genre/documentary/index.html	(from https://www.parables.tv/video/dinosaur-heart/)
19:06:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:06:12%20GMT	https://www.parables.tv/?p=84465	/home/oem/websites/parables/index60f5.html	(from https://www.parables.tv/series/coop-dreams/)
19:06:12	2257/2257	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:06:12%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fseries%2Fcoop-dreams%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embed5856.json	(from https://www.parables.tv/series/coop-dreams/)
19:06:13	2592/2592	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:06:13%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fseries%2Fcoop-dreams%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embed3307	(from https://www.parables.tv/series/coop-dreams/)
19:06:15	27014/27014	---M--	200	added ('OK')	image/jpeg	etag:%226986-5846123362b40%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep1-479x269.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep1-479x269.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:16	889282/889282	---M--	200	added ('OK')	image/jpeg	etag:%22d91c2-58461229d94c0%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1_cover_Coop_1920x1080.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1_cover_Coop_1920x1080.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:16	43763/43763	---M--	200	added ('OK')	image/jpeg	etag:%22aaf3-5846123a0fb00%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep3-479x269.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep3-479x269.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:17	55099/55099	---MCZ	200	added ('OK')	text/html	etag:%222e8bc81b0f79381e9ecd1ff310562117%22	https://www.parables.tv/genre/cultural/	/home/oem/websites/parables/genre/cultural/index.html	(from https://www.parables.tv/series/coop-dreams/)
19:06:17	55121/55121	---MCZ	200	added ('OK')	text/html	etag:%22a8aeeceb2432f2cea023f25e90e02ce1%22	https://www.parables.tv/cast/brad-hauter/	/home/oem/websites/parables/cast/brad-hauter/index.html	(from https://www.parables.tv/series/coop-dreams/)
19:06:17	38740/38740	---M--	200	added ('OK')	image/jpeg	etag:%229754-5846123cec1c0%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep4-479x269.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep4-479x269.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:18	24344/24344	---M--	200	added ('OK')	image/jpeg	etag:%225f18-58461240bcac0%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep5-479x269.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep5-479x269.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:18	117398/117398	---MCZ	200	added ('OK')	text/html	etag:%227eec22ea7132c234dc017fcc59a48d95%22	https://www.parables.tv/rating/tv-g/	/home/oem/websites/parables/rating/tv-g/index.html	(from https://www.parables.tv/series/coop-dreams/)
19:06:19	37394/37394	---M--	200	added ('OK')	image/jpeg	etag:%229212-5846124399180%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep6-479x269.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep6-479x269.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:20	52259/52259	---M--	200	added ('OK')	image/jpeg	etag:%22cc23-5846124769a80%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep7-479x269.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep7-479x269.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:21	48680/48680	---M--	200	added ('OK')	image/jpeg	etag:%22be28-5846124a46140%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep8-479x269.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep8-479x269.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:22	24309/24309	---M--	200	added ('OK')	image/jpeg	etag:%225ef5-58461251e7340%22	https://www.parables.tv/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep10-479x269.jpg	/home/oem/websites/parables/wp-content/uploads/2018/06/SCDREA1S1_Still_CoopDream1_Ep10-479x269.jpg	(from https://www.parables.tv/series/coop-dreams/)
19:06:23	2263/2263	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:06:23%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fvideo%2Flong-road-ahead%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embed7dbb.json	(from https://www.parables.tv/video/long-road-ahead/)
19:06:24	2598/2598	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:06:24%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fvideo%2Flong-road-ahead%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embed1586	(from https://www.parables.tv/video/long-road-ahead/)
19:06:27	55204/55204	---MCZ	200	added ('OK')	text/html	etag:%22036cb4da907452c01a5654b3fff90398%22	https://www.parables.tv/cast/eglas/	/home/oem/websites/parables/cast/eglas/index.html	(from https://www.parables.tv/video/long-road-ahead/)
19:06:27	55384/55384	---MCZ	200	added ('OK')	text/html	etag:%227f45e263fb960d17a4741905520e3bc9%22	https://www.parables.tv/cast/ghafoer-tatar-rasj-sjoe/	/home/oem/websites/parables/cast/ghafoer-tatar-rasj-sjoe/index.html	(from https://www.parables.tv/video/long-road-ahead/)
19:06:28	560710/560710	---M--	200	added ('OK')	image/jpeg	etag:%2288e46-5a10d9256a928%22	https://www.parables.tv/wp-content/uploads/2020/03/LongRoadAhead-MLRAHE1-1920x1080-1.jpeg	/home/oem/websites/parables/wp-content/uploads/2020/03/LongRoadAhead-MLRAHE1-1920x1080-1.jpg	(from https://www.parables.tv/video/long-road-ahead/)
19:06:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:06:25%20GMT	https://www.parables.tv/?p=85315	/home/oem/websites/parables/index9c15.html	(from https://www.parables.tv/video/long-road-ahead/)
19:06:28	2248/2248	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:06:28%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fvideo%2Farctic-light%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embeda26e.json	(from https://www.parables.tv/video/arctic-light/)
19:06:29	2583/2583	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:06:29%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fvideo%2Farctic-light%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embed1639	(from https://www.parables.tv/video/arctic-light/)
19:06:31	55354/55354	---MCZ	200	added ('OK')	text/html	etag:%22fea4a0a4e0bcc3f0dacaa71c5042981b%22	https://www.parables.tv/cast/maryana-dawood-najef/	/home/oem/websites/parables/cast/maryana-dawood-najef/index.html	(from https://www.parables.tv/video/long-road-ahead/)
19:06:32	55344/55344	---MCZ	200	added ('OK')	text/html	etag:%228b06e579f8e4f55b46d7999cc73375cd%22	https://www.parables.tv/cast/qasim-ibrahim-ahmed/	/home/oem/websites/parables/cast/qasim-ibrahim-ahmed/index.html	(from https://www.parables.tv/video/long-road-ahead/)
19:06:33	55206/55206	---MCZ	200	added ('OK')	text/html	etag:%224152cea3514f13df5b77d8e482574012%22	https://www.parables.tv/cast/lars-peters/	/home/oem/websites/parables/cast/lars-peters/index.html	(from https://www.parables.tv/video/arctic-light/)
19:06:33	736674/736674	---M--	200	added ('OK')	image/jpeg	etag:%22b3da2-5a22c0ede3a78%22	https://www.parables.tv/wp-content/uploads/2020/03/MALIGH1_cover_ArcticLight_1920x1080.jpg	/home/oem/websites/parables/wp-content/uploads/2020/03/MALIGH1_cover_ArcticLight_1920x1080.jpg	(from https://www.parables.tv/video/arctic-light/)
19:06:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:06:30%20GMT	https://www.parables.tv/?p=98628	/home/oem/websites/parables/index2732.html	(from https://www.parables.tv/video/arctic-light/)
19:06:33	2288/2288	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20May%202020%2000:06:33%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fvideo%2Fchelsey-lauren-story%2F	/home/oem/websites/parables/wp-json/oembed/1.0/embed8074.json	(from https://www.parables.tv/video/chelsey-lauren-story/)
19:06:34	2623/2623	---M-Z	200	added ('OK')	text/xml	date:Fri,%2001%20May%202020%2000:06:34%20GMT	https://www.parables.tv/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.parables.tv%2Fvideo%2Fchelsey-lauren-story%2F&format=xml	/home/oem/websites/parables/wp-json/oembed/1.0/embed13d4	(from https://www.parables.tv/video/chelsey-lauren-story/)
19:06:37	55194/55194	---MCZ	200	added ('OK')	text/html	etag:%22d93335d17b1b4c492181f41f5db0211d%22	https://www.parables.tv/genre/biography/	/home/oem/websites/parables/genre/biography/index.html	(from https://www.parables.tv/video/arctic-light/)
19:06:37	55321/55321	---MCZ	200	added ('OK')	text/html	etag:%229d59bef4d522b043e3dd6b11d111573f%22	https://www.parables.tv/cast/chelsey-lauren/	/home/oem/websites/parables/cast/chelsey-lauren/index.html	(from https://www.parables.tv/video/chelsey-lauren-story/)
19:06:37	577997/577997	---M--	200	added ('OK')	image/jpeg	etag:%228d1cd-5a10d89a96c70%22	https://www.parables.tv/wp-content/uploads/2020/03/Chelsey-Lauren-MCLSTO1-1920x1080-1.jpeg	/home/oem/websites/parables/wp-content/uploads/2020/03/Chelsey-Lauren-MCLSTO1-1920x1080-1.jpg	(from https://www.parables.tv/video/chelsey-lauren-story/)
19:06:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20May%202020%2000:06:35%20GMT	https://www.parables.tv/?p=98629	/home/oem/websites/parables/index5928.html	(from https://www.parables.tv/video/chelsey-lauren-story/)
